year,month,region,crop
2020,9,Ақтөбе,515609.0
2020,9,Алматы,564098.0
2020,9,Атырау,100.0
2020,9,Батыс Қазақстан,207272.0
2020,9,Жамбыл,251612.0
2020,9,Қарағанды,784370.0
2020,9,Қостанай,2936700.0
2020,9,Қызылорда,315864.0
2020,9,Маңғыстау,11.0
2020,9,Павлодар,513445.0
2020,9,Солтүстік Қазақстан,3814956.0
2020,9,Түркістан,118961.0
2020,9,Шығыс Қазақстан,642256.0
2020,9,Астана қаласы,47176.0
2020,9,Алматы қаласы,664.0
2020,9,Оңтүстік Қазақстан,67232.0
