date,maxtempC,maxtempF,mintempC,mintempF,avgtempC,avgtempF,totalSnow_cm,sunHour,uvIndex_x,year,month,day,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,winddir16Point,weatherCode,weatherDesc,precipMM,precipInches,humidity,visibility,visibilityMiles,pressure,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,uvIndex_y,region
2020-08-28,34,92,16,61,28,83,0.0,13.7,7,2020,8,28,24,34,92,9,15,121,ESE,116,Partly cloudy,0.0,0.0,28,10,6,1014,30,6,25,77,4,40,25,78,14,23,25,77,7,Қызылорда
2020-08-29,33,91,20,69,28,83,0.0,13.6,7,2020,8,29,24,33,91,15,24,64,ENE,116,Partly cloudy,0.0,0.0,22,10,6,1012,30,0,27,80,2,36,27,81,23,37,27,80,7,Қызылорда
2020-08-30,32,90,18,65,27,80,0.0,13.6,7,2020,8,30,24,32,90,15,25,58,ENE,113,Sunny,0.0,0.0,23,10,6,1010,30,0,25,78,2,36,26,78,23,37,25,78,7,Қызылорда
2020-08-31,34,93,19,66,28,82,0.0,13.3,6,2020,8,31,24,34,93,17,27,69,ENE,176,Patchy rain possible,0.1,0.0,21,10,6,1009,30,17,26,80,2,36,27,80,26,42,26,80,6,Қызылорда
2020-08-01,28,82,25,77,27,80,0.0,11.6,7,2020,8,1,24,28,82,10,16,160,SSE,116,Partly cloudy,0.0,0.0,56,10,6,1008,30,1,27,81,17,62,26,79,17,28,27,81,7,Маңғыстау
2020-08-02,28,83,23,73,27,81,0.0,11.6,7,2020,8,2,24,28,83,6,10,210,SSW,116,Partly cloudy,0.0,0.0,51,10,6,1004,30,17,27,81,16,61,26,79,12,19,27,81,7,Маңғыстау
2020-08-03,26,78,18,64,24,75,0.0,8.3,5,2020,8,3,24,26,78,21,33,277,W,176,Patchy rain possible,1.5,0.1,68,10,5,1007,30,67,26,78,18,65,24,75,30,49,26,78,5,Маңғыстау
2020-08-04,26,78,23,73,25,77,0.0,10.5,6,2020,8,4,24,26,78,13,21,306,NW,176,Patchy rain possible,0.7,0.0,62,10,6,1011,30,22,26,79,17,62,25,76,19,31,26,79,6,Маңғыстау
2020-08-05,25,77,24,74,24,76,0.0,9.4,5,2020,8,5,24,25,77,12,19,255,WSW,299,Moderate rain at times,2.5,0.1,60,10,6,1009,30,35,26,78,16,61,24,76,17,27,26,78,5,Маңғыстау
2020-08-06,25,78,20,69,24,76,0.0,10.5,5,2020,8,6,24,25,78,19,31,294,WNW,176,Patchy rain possible,12.5,0.5,67,9,5,1008,30,49,25,78,18,64,24,75,30,48,25,78,5,Маңғыстау
2020-08-07,26,79,21,69,25,78,0.0,11.6,7,2020,8,7,24,26,79,13,20,292,WNW,116,Partly cloudy,0.0,0.0,72,10,6,1010,30,10,27,80,20,68,25,76,21,33,27,80,7,Маңғыстау
2020-08-08,27,80,21,69,26,79,0.0,11.6,7,2020,8,8,24,27,80,14,23,298,WNW,116,Partly cloudy,0.0,0.0,67,10,6,1008,30,8,27,81,19,67,25,78,27,43,27,81,7,Маңғыстау
2020-08-09,26,79,25,77,26,78,0.0,11.6,7,2020,8,9,24,26,79,9,15,282,WNW,116,Partly cloudy,0.0,0.0,64,10,6,1006,30,14,27,81,18,65,26,78,17,28,27,81,7,Маңғыстау
2020-08-10,26,78,24,75,25,77,0.0,11.6,6,2020,8,10,24,26,78,11,18,166,SSE,116,Partly cloudy,0.0,0.0,56,10,6,1009,30,7,26,79,16,60,25,77,18,29,26,79,6,Маңғыстау
2020-08-11,25,78,22,71,24,76,0.0,11.6,6,2020,8,11,24,25,78,11,18,174,S,116,Partly cloudy,0.0,0.0,52,10,6,1010,30,12,25,77,14,57,24,75,17,28,25,77,6,Маңғыстау
2020-08-12,25,78,22,72,25,77,0.0,11.6,6,2020,8,12,24,25,78,12,19,164,SSE,116,Partly cloudy,0.0,0.0,53,10,6,1011,30,17,26,78,15,58,24,76,18,29,26,78,6,Маңғыстау
2020-08-13,26,79,24,75,26,78,0.0,11.6,7,2020,8,13,24,26,79,9,15,176,S,116,Partly cloudy,0.0,0.0,56,10,6,1010,30,4,26,79,16,61,25,77,16,25,26,79,7,Маңғыстау
2020-08-14,26,78,21,70,25,78,0.0,10.5,6,2020,8,14,24,26,78,13,21,162,SSE,176,Patchy rain possible,0.2,0.0,59,10,6,1008,30,28,26,79,17,62,25,77,22,36,26,79,6,Маңғыстау
2020-08-15,24,75,19,66,23,73,0.0,10.4,5,2020,8,15,24,24,75,18,29,229,SW,122,Overcast,0.0,0.0,59,10,6,1010,30,24,25,77,15,59,23,73,26,42,25,77,5,Маңғыстау
2020-08-16,24,75,17,63,23,74,0.0,11.6,6,2020,8,16,24,24,75,11,18,309,NW,116,Partly cloudy,0.0,0.0,56,10,6,1012,30,8,24,76,14,57,22,72,16,26,24,76,6,Маңғыстау
2020-08-17,24,74,21,70,23,73,0.0,11.6,6,2020,8,17,24,24,74,11,18,321,NW,116,Partly cloudy,0.0,0.0,54,10,6,1013,30,7,25,76,12,54,22,72,15,25,25,76,6,Маңғыстау
2020-08-18,24,75,19,66,23,74,0.0,11.6,6,2020,8,18,24,24,75,10,16,258,WSW,116,Partly cloudy,0.0,0.0,61,10,6,1012,30,6,25,76,15,60,23,73,14,23,25,76,6,Маңғыстау
2020-08-19,25,77,23,73,24,75,0.0,11.6,6,2020,8,19,24,25,77,7,12,189,S,116,Partly cloudy,0.0,0.0,61,10,6,1010,30,3,25,78,16,60,24,75,11,18,25,78,6,Маңғыстау
2020-08-20,27,80,23,74,25,78,0.0,11.6,7,2020,8,20,24,27,80,9,14,146,SSE,116,Partly cloudy,0.0,0.0,54,10,6,1008,30,3,26,79,15,59,25,77,16,26,26,79,7,Маңғыстау
2020-08-21,28,82,23,73,27,80,0.0,9.3,6,2020,8,21,24,28,82,9,15,134,SE,176,Patchy rain possible,0.2,0.0,48,10,6,1006,30,35,27,80,15,58,26,79,19,30,27,80,6,Маңғыстау
2020-08-22,26,78,22,72,25,77,0.0,10.4,5,2020,8,22,24,26,78,25,39,19,NNE,353,Light rain shower,7.3,0.3,51,10,5,1005,30,59,26,78,14,57,24,76,39,62,26,78,5,Маңғыстау
2020-08-23,23,73,21,70,22,71,0.0,9.2,5,2020,8,23,24,23,73,21,34,109,ESE,122,Overcast,0.2,0.0,54,9,5,1006,30,59,24,75,12,54,22,71,29,47,22,71,5,Маңғыстау
2020-08-24,24,74,22,72,23,73,0.0,10.4,5,2020,8,24,24,24,74,19,30,333,NNW,176,Patchy rain possible,0.8,0.0,58,10,6,1011,30,39,25,77,14,57,23,73,26,42,25,77,5,Маңғыстау
2020-08-25,24,74,22,71,23,73,0.0,11.6,6,2020,8,25,24,24,74,12,19,325,NW,116,Partly cloudy,0.0,0.0,60,10,6,1016,30,9,25,77,15,58,23,73,17,27,25,77,6,Маңғыстау
2020-08-26,25,76,20,68,24,75,0.0,11.6,6,2020,8,26,24,25,76,9,15,186,S,113,Sunny,0.0,0.0,59,10,6,1016,30,0,25,77,15,59,23,74,15,24,25,77,6,Маңғыстау
2020-08-27,25,77,21,70,24,76,0.0,11.6,6,2020,8,27,24,25,77,11,17,146,SSE,113,Sunny,0.0,0.0,54,10,6,1013,30,0,25,77,14,58,24,75,18,29,25,77,6,Маңғыстау
2020-08-28,25,78,22,72,25,77,0.0,9.2,5,2020,8,28,24,25,78,11,18,160,SSE,122,Overcast,0.0,0.0,50,10,6,1010,30,20,26,78,14,57,24,76,20,32,26,78,5,Маңғыстау
2020-08-29,25,78,21,70,25,77,0.0,11.6,6,2020,8,29,24,25,78,12,19,226,SW,116,Partly cloudy,0.0,0.0,57,10,6,1012,30,6,25,78,16,60,24,76,21,33,25,78,6,Маңғыстау
2020-08-30,26,78,21,69,25,76,0.0,11.6,6,2020,8,30,24,26,78,13,21,308,NW,116,Partly cloudy,0.0,0.0,65,10,6,1017,30,6,26,78,18,64,24,75,24,38,26,78,6,Маңғыстау
2020-08-31,25,76,23,73,24,75,0.0,11.6,6,2020,8,31,24,25,76,8,13,294,WNW,116,Partly cloudy,0.0,0.0,68,10,6,1016,30,5,26,78,17,63,24,75,14,22,26,78,6,Маңғыстау
2020-08-01,35,96,20,68,30,86,0.0,8.3,6,2020,8,1,24,35,96,7,11,163,SSE,176,Patchy rain possible,0.6,0.0,31,10,6,1006,30,44,28,83,8,46,28,83,11,18,28,83,6,Оңтүстік Қазақстан
2020-08-02,35,94,22,71,30,86,0.0,11.6,7,2020,8,2,24,35,94,6,10,225,SW,116,Partly cloudy,0.0,0.0,22,10,6,1005,30,3,28,82,4,39,28,82,9,15,28,82,7,Оңтүстік Қазақстан
2020-08-03,37,98,22,72,31,88,0.0,11.6,8,2020,8,3,24,37,98,6,10,151,SSE,116,Partly cloudy,0.0,0.0,22,10,6,1002,30,2,29,84,4,40,29,85,10,16,29,84,8,Оңтүстік Қазақстан
2020-08-04,37,99,24,74,32,90,0.0,11.6,8,2020,8,4,24,37,99,6,10,174,S,116,Partly cloudy,0.0,0.0,20,10,6,1000,30,1,30,87,4,39,31,87,10,15,30,87,8,Оңтүстік Қазақстан
2020-08-05,38,100,24,76,33,91,0.0,11.6,8,2020,8,5,24,38,100,7,12,226,SW,116,Partly cloudy,0.0,0.0,17,10,6,1002,30,2,30,86,3,37,31,88,11,17,30,86,8,Оңтүстік Қазақстан
2020-08-06,39,103,24,75,34,93,0.0,11.6,8,2020,8,6,24,39,103,6,10,223,SW,116,Partly cloudy,0.0,0.0,15,10,6,1005,30,4,32,89,1,34,32,90,10,15,32,89,8,Оңтүстік Қазақстан
2020-08-07,38,100,22,72,32,90,0.0,11.6,8,2020,8,7,24,38,100,7,12,235,SW,116,Partly cloudy,0.0,0.0,20,10,6,1005,30,10,30,86,4,40,30,87,10,17,30,86,8,Оңтүстік Қазақстан
2020-08-08,37,98,23,74,32,90,0.0,11.6,8,2020,8,8,24,37,98,7,11,190,S,116,Partly cloudy,0.0,0.0,23,10,6,1004,30,11,30,86,6,42,31,87,10,16,30,86,8,Оңтүстік Қазақстан
2020-08-09,34,93,23,73,30,87,0.0,11.6,8,2020,8,9,24,34,93,9,14,232,SW,116,Partly cloudy,0.0,0.0,28,10,6,1003,30,9,29,84,7,45,29,84,13,20,29,84,8,Оңтүстік Қазақстан
2020-08-10,37,98,24,74,33,91,0.0,11.6,8,2020,8,10,24,37,98,8,13,199,SSW,116,Partly cloudy,0.0,0.0,19,10,6,1003,30,2,30,86,3,37,31,87,12,20,30,86,8,Оңтүстік Қазақстан
2020-08-11,32,89,21,69,27,81,0.0,11.6,7,2020,8,11,24,32,89,7,11,257,WSW,116,Partly cloudy,0.0,0.0,22,10,6,1005,30,2,26,79,2,36,27,81,10,16,26,79,7,Оңтүстік Қазақстан
2020-08-12,32,89,19,67,28,82,0.0,11.6,7,2020,8,12,24,32,89,8,12,229,SW,116,Partly cloudy,0.0,0.0,17,10,6,1007,30,1,26,78,-2,28,26,79,11,18,26,78,7,Оңтүстік Қазақстан
2020-08-13,32,89,20,67,27,81,0.0,11.6,7,2020,8,13,24,32,89,6,10,175,S,116,Partly cloudy,0.0,0.0,19,10,6,1007,30,13,25,77,-0,32,26,78,9,14,25,77,7,Оңтүстік Қазақстан
2020-08-14,34,92,20,68,29,84,0.0,11.6,7,2020,8,14,24,34,92,5,9,228,SW,113,Sunny,0.0,0.0,18,10,6,1005,30,0,27,81,-1,31,28,82,8,12,27,81,7,Оңтүстік Қазақстан
2020-08-15,36,96,20,68,30,86,0.0,11.6,7,2020,8,15,24,36,96,4,7,211,SSW,113,Sunny,0.0,0.0,15,10,6,1004,30,0,27,81,-2,29,28,82,7,11,27,81,7,Оңтүстік Қазақстан
2020-08-16,37,98,22,72,32,89,0.0,11.6,8,2020,8,16,24,37,98,7,12,245,WSW,116,Partly cloudy,0.0,0.0,17,10,6,1004,30,4,29,84,1,34,30,85,12,19,29,84,8,Оңтүстік Қазақстан
2020-08-17,33,92,22,72,29,84,0.0,11.6,7,2020,8,17,24,33,92,5,8,199,SSW,116,Partly cloudy,0.0,0.0,31,10,6,1004,30,21,28,82,9,48,28,82,7,11,28,82,7,Оңтүстік Қазақстан
2020-08-18,30,85,19,66,25,77,0.0,11.6,7,2020,8,18,24,30,85,7,11,281,WNW,113,Sunny,0.1,0.0,24,10,6,1008,30,11,24,75,2,36,24,76,9,15,24,75,7,Оңтүстік Қазақстан
2020-08-19,31,87,17,62,25,77,0.0,11.6,6,2020,8,19,24,31,87,5,9,208,SSW,116,Partly cloudy,0.0,0.0,22,10,6,1009,30,1,23,74,-1,31,23,74,8,12,23,74,6,Оңтүстік Қазақстан
2020-08-20,32,89,18,65,27,81,0.0,11.6,7,2020,8,20,24,32,89,6,9,225,SW,116,Partly cloudy,0.0,0.0,17,10,6,1006,30,2,25,77,-2,29,26,78,8,13,25,77,7,Оңтүстік Қазақстан
2020-08-21,32,89,18,65,27,81,0.0,11.6,7,2020,8,21,24,32,89,6,9,195,SSW,116,Partly cloudy,0.0,0.0,17,10,6,1009,30,1,25,77,-3,27,25,78,8,14,25,77,7,Оңтүстік Қазақстан
2020-08-22,34,94,20,68,29,85,0.0,11.6,7,2020,8,22,24,34,94,6,9,180,S,116,Partly cloudy,0.0,0.0,17,10,6,1006,30,15,27,80,-2,29,27,81,9,15,27,80,7,Оңтүстік Қазақстан
2020-08-23,38,100,21,70,32,89,0.0,11.6,8,2020,8,23,24,38,100,5,8,164,SSE,116,Partly cloudy,0.0,0.0,14,10,6,1003,30,13,29,85,-2,29,30,86,8,14,29,85,8,Оңтүстік Қазақстан
2020-08-24,41,105,26,79,37,98,0.0,11.6,9,2020,8,24,24,41,105,15,24,173,S,116,Partly cloudy,0.0,0.0,14,10,6,999,30,34,33,92,1,34,34,93,23,36,33,92,9,Оңтүстік Қазақстан
2020-08-25,29,85,20,67,25,77,0.0,10.4,6,2020,8,25,24,29,85,11,18,216,SW,119,Cloudy,0.0,0.0,36,10,6,1009,30,22,25,76,8,46,24,76,16,26,25,76,6,Оңтүстік Қазақстан
2020-08-26,21,70,11,52,18,65,0.0,8.0,4,2020,8,26,24,21,70,7,11,202,SSW,353,Light rain shower,14.5,0.6,59,9,5,1012,30,67,19,67,11,52,18,65,9,14,18,65,4,Оңтүстік Қазақстан
2020-08-27,26,78,16,60,21,70,0.0,9.2,5,2020,8,27,24,26,78,8,13,167,SSE,176,Patchy rain possible,2.0,0.1,53,10,6,1014,30,52,21,70,10,49,20,68,12,19,20,68,5,Оңтүстік Қазақстан
2020-08-28,30,85,18,64,25,77,0.0,11.6,6,2020,8,28,24,30,85,13,20,63,ENE,116,Partly cloudy,0.0,0.0,39,10,6,1011,30,1,23,74,8,46,23,74,19,31,23,74,6,Оңтүстік Қазақстан
2020-08-29,32,90,20,68,28,82,0.0,11.6,7,2020,8,29,24,32,90,9,15,65,ENE,113,Sunny,0.0,0.0,28,10,6,1008,30,0,26,78,5,42,26,79,16,25,26,78,7,Оңтүстік Қазақстан
2020-08-30,33,92,21,70,29,84,0.0,11.6,7,2020,8,30,24,33,92,6,10,171,S,116,Partly cloudy,0.0,0.0,23,10,6,1007,30,2,28,82,4,39,28,82,11,17,28,82,7,Оңтүстік Қазақстан
2020-08-31,29,84,19,65,25,77,0.0,6.6,5,2020,8,31,24,29,84,6,9,151,SSE,176,Patchy rain possible,1.9,0.1,31,10,5,1009,30,40,24,76,7,44,24,75,10,16,24,76,5,Оңтүстік Қазақстан
2020-08-01,34,92,21,70,28,82,0.0,15.2,7,2020,8,1,24,34,92,12,20,179,S,116,Partly cloudy,0.3,0.0,47,10,6,1005,30,43,27,80,12,54,27,80,17,28,27,80,7,Батыс Қазақстан
2020-08-02,23,74,17,63,21,69,0.0,11.5,5,2020,8,2,24,23,74,7,11,193,SSW,353,Light rain shower,2.5,0.1,59,10,6,1005,30,63,22,71,13,56,21,70,11,17,21,70,5,Батыс Қазақстан
2020-08-03,23,73,18,65,20,68,0.0,12.5,5,2020,8,3,24,23,73,5,8,216,SW,353,Light rain shower,1.7,0.1,68,10,6,1010,30,52,20,68,13,56,20,67,7,12,20,67,5,Батыс Қазақстан
2020-08-04,16,61,7,45,15,59,0.0,10.5,3,2020,8,4,24,16,61,12,19,203,SSW,302,Moderate rain,12.2,0.5,82,7,4,1008,30,84,15,58,14,57,13,56,17,28,13,56,3,Батыс Қазақстан
2020-08-05,28,83,17,63,23,73,0.0,14.5,5,2020,8,5,24,28,83,8,13,48,NE,200,Thundery outbreaks possible,12.5,0.5,75,9,5,1009,30,43,23,73,17,63,22,71,13,21,23,73,5,Батыс Қазақстан
2020-08-06,31,87,22,71,26,79,0.0,14.5,7,2020,8,6,24,31,87,12,20,43,NE,116,Partly cloudy,0.0,0.0,58,10,6,1011,30,27,27,81,17,62,26,79,19,30,27,81,7,Батыс Қазақстан
2020-08-07,30,86,20,69,25,78,0.0,14.5,7,2020,8,7,24,30,86,12,19,20,NNE,116,Partly cloudy,0.0,0.0,54,10,6,1010,30,6,26,79,15,59,25,77,18,29,26,79,7,Батыс Қазақстан
2020-08-08,24,75,21,69,22,72,0.0,13.5,5,2020,8,8,24,24,75,14,23,310,NW,119,Cloudy,0.0,0.0,68,10,6,1007,30,33,24,75,16,61,22,72,20,32,24,75,5,Батыс Қазақстан
2020-08-09,24,75,16,62,21,69,0.0,14.5,6,2020,8,9,24,24,75,16,26,345,NNW,116,Partly cloudy,0.0,0.0,57,10,6,1004,30,21,21,69,11,52,20,68,22,35,20,68,6,Батыс Қазақстан
2020-08-10,24,74,16,60,20,67,0.0,14.5,5,2020,8,10,24,24,74,16,26,335,NNW,116,Partly cloudy,0.0,0.0,53,10,6,1006,30,26,19,67,9,49,18,65,22,36,18,65,5,Батыс Қазақстан
2020-08-11,23,74,13,56,18,65,0.0,14.5,5,2020,8,11,24,23,74,10,17,339,NNW,116,Partly cloudy,0.0,0.0,54,10,6,1010,30,9,18,65,9,48,17,62,15,24,17,62,5,Батыс Қазақстан
2020-08-12,25,76,14,57,19,67,0.0,14.5,5,2020,8,12,24,25,76,3,5,125,SE,116,Partly cloudy,0.0,0.0,52,10,6,1011,30,10,19,67,9,48,18,65,5,8,18,65,5,Батыс Қазақстан
2020-08-13,24,75,17,62,21,69,0.0,11.4,5,2020,8,13,24,24,75,9,14,126,SE,176,Patchy rain possible,4.2,0.2,51,10,5,1008,30,45,21,69,9,49,20,68,15,23,20,68,5,Батыс Қазақстан
2020-08-14,24,76,16,60,20,68,0.0,11.6,5,2020,8,14,24,24,76,10,16,270,W,116,Partly cloudy,3.2,0.1,58,10,5,1004,30,26,20,68,11,51,19,66,15,24,19,66,5,Батыс Қазақстан
2020-08-15,19,65,10,49,16,60,0.0,7.2,4,2020,8,15,24,19,65,12,19,249,WSW,176,Patchy rain possible,1.7,0.1,68,10,6,1004,30,63,16,61,10,51,15,59,16,26,15,59,4,Батыс Қазақстан
2020-08-16,18,64,13,55,16,60,0.0,7.2,4,2020,8,16,24,18,64,12,20,300,WNW,353,Light rain shower,3.3,0.1,76,10,6,1006,30,88,15,59,11,52,14,58,17,27,14,58,4,Батыс Қазақстан
2020-08-17,21,71,12,54,17,62,0.0,9.4,4,2020,8,17,24,21,71,11,18,296,WNW,176,Patchy rain possible,0.6,0.0,68,9,5,1006,30,70,17,62,10,50,15,59,15,25,15,59,4,Батыс Қазақстан
2020-08-18,20,68,13,55,16,61,0.0,10.5,4,2020,8,18,24,20,68,15,24,310,NW,119,Cloudy,0.7,0.0,65,10,6,1005,30,31,16,61,9,48,16,60,21,34,16,60,4,Батыс Қазақстан
2020-08-19,19,67,9,48,16,60,0.0,10.5,5,2020,8,19,24,19,67,9,14,308,NW,116,Partly cloudy,0.0,0.0,52,10,6,1010,30,30,15,59,6,43,14,57,13,22,14,57,5,Батыс Қазақстан
2020-08-20,21,70,12,53,16,61,0.0,11.6,5,2020,8,20,24,21,70,7,11,261,W,116,Partly cloudy,0.0,0.0,47,10,6,1011,30,26,16,61,5,40,15,59,11,17,15,59,5,Батыс Қазақстан
2020-08-21,21,69,11,52,16,62,0.0,10.5,5,2020,8,21,24,21,69,8,13,304,WNW,116,Partly cloudy,0.0,0.0,52,10,6,1013,30,15,16,61,6,42,15,60,13,20,15,60,5,Батыс Қазақстан
2020-08-22,20,69,12,53,16,61,0.0,9.3,4,2020,8,22,24,20,69,8,12,180,S,119,Cloudy,0.0,0.0,62,10,6,1013,30,32,16,60,9,48,15,58,12,19,15,58,4,Батыс Қазақстан
2020-08-23,22,72,12,54,18,64,0.0,11.6,5,2020,8,23,24,22,72,10,16,17,NNE,116,Partly cloudy,0.0,0.0,62,10,6,1013,30,27,18,64,9,49,17,62,15,24,17,62,5,Батыс Қазақстан
2020-08-24,24,75,13,56,19,66,0.0,11.6,5,2020,8,24,24,24,75,8,13,103,ESE,116,Partly cloudy,0.0,0.0,55,10,6,1014,30,21,19,67,9,49,18,65,12,19,18,65,5,Батыс Қазақстан
2020-08-25,28,82,17,62,22,72,0.0,11.6,6,2020,8,25,24,28,82,5,9,287,WNW,116,Partly cloudy,0.0,0.0,50,10,6,1016,30,12,22,71,10,50,21,70,8,13,22,71,6,Батыс Қазақстан
2020-08-26,30,87,20,67,26,78,0.0,11.6,7,2020,8,26,24,30,87,5,8,247,WSW,116,Partly cloudy,0.0,0.0,40,10,6,1015,30,31,25,76,10,50,25,77,8,13,25,76,7,Батыс Қазақстан
2020-08-27,29,85,20,68,24,76,0.0,11.6,6,2020,8,27,24,29,85,9,15,207,SSW,116,Partly cloudy,0.0,0.0,30,10,6,1014,30,10,24,75,6,42,24,74,14,23,24,75,6,Батыс Қазақстан
2020-08-28,32,89,19,67,25,78,0.0,11.6,7,2020,8,28,24,32,89,11,18,188,S,116,Partly cloudy,0.0,0.0,26,10,6,1011,30,3,25,76,4,39,25,76,18,28,25,76,7,Батыс Қазақстан
2020-08-29,30,86,20,69,25,77,0.0,10.4,6,2020,8,29,24,30,86,9,14,205,SSW,200,Thundery outbreaks possible,0.4,0.0,34,10,6,1011,30,29,25,76,7,45,24,75,14,23,25,76,6,Батыс Қазақстан
2020-08-30,26,79,17,62,22,71,0.0,11.6,6,2020,8,30,24,26,79,7,12,286,WNW,116,Partly cloudy,0.0,0.0,64,10,6,1016,30,7,22,71,13,56,21,70,11,18,21,70,6,Батыс Қазақстан
2020-08-31,27,81,17,62,21,70,0.0,11.6,6,2020,8,31,24,27,81,7,11,60,ENE,116,Partly cloudy,0.0,0.0,49,10,6,1020,31,13,21,70,9,49,20,68,12,19,20,68,6,Батыс Қазақстан
2020-08-01,29,84,18,64,25,77,0.0,14.5,7,2020,8,1,24,29,84,4,7,67,ENE,116,Partly cloudy,0.0,0.0,60,10,6,1014,30,17,24,75,14,57,24,74,6,10,24,75,7,Павлодар
2020-08-02,31,89,19,67,27,81,0.0,14.5,7,2020,8,2,24,31,89,8,13,73,ENE,116,Partly cloudy,0.0,0.0,51,10,6,1016,30,8,26,79,14,57,26,78,12,20,26,79,7,Павлодар
2020-08-03,29,84,20,67,26,78,0.0,14.5,7,2020,8,3,24,29,84,13,22,43,NE,116,Partly cloudy,0.0,0.0,57,10,6,1013,30,5,25,77,14,58,24,76,19,30,25,77,7,Павлодар
2020-08-04,30,85,18,64,25,77,0.0,14.5,7,2020,8,4,24,30,85,16,25,41,NE,116,Partly cloudy,0.0,0.0,55,10,6,1010,30,27,24,76,14,56,24,75,22,35,24,76,7,Павлодар
2020-08-05,29,84,17,63,25,77,0.0,14.5,6,2020,8,5,24,29,84,13,20,40,NE,116,Partly cloudy,0.0,0.0,52,10,6,1012,30,5,24,75,12,54,23,74,19,30,24,75,6,Павлодар
2020-08-06,30,86,17,63,26,79,0.0,14.5,7,2020,8,6,24,30,86,8,13,27,NNE,116,Partly cloudy,0.0,0.0,47,10,6,1016,30,9,24,76,11,51,24,76,13,22,24,76,7,Павлодар
2020-08-07,31,88,19,67,27,80,0.0,14.5,7,2020,8,7,24,31,88,7,11,70,ENE,116,Partly cloudy,0.0,0.0,46,10,6,1013,30,14,25,78,12,53,25,77,10,16,25,78,7,Павлодар
2020-08-08,30,86,19,67,27,80,0.0,14.5,7,2020,8,8,24,30,86,7,11,67,ENE,116,Partly cloudy,0.0,0.0,46,10,6,1008,30,19,26,78,12,53,25,77,11,18,26,78,7,Павлодар
2020-08-09,32,90,19,66,28,82,0.0,14.5,7,2020,8,9,24,32,90,9,14,129,SE,116,Partly cloudy,0.8,0.0,45,10,6,1002,30,23,26,79,11,53,26,79,14,23,26,79,7,Павлодар
2020-08-10,32,89,19,66,28,82,0.0,13.5,6,2020,8,10,24,32,89,8,13,194,SSW,119,Cloudy,0.2,0.0,42,10,6,999,30,43,26,78,11,52,26,79,13,21,26,78,6,Павлодар
2020-08-11,33,91,21,70,29,83,0.0,12.4,6,2020,8,11,24,33,91,10,16,167,SSE,299,Moderate rain at times,4.4,0.2,43,10,5,995,30,44,28,83,11,51,27,81,15,25,28,83,6,Павлодар
2020-08-12,24,75,9,48,19,66,0.0,11.4,4,2020,8,12,24,24,75,9,15,202,SSW,356,Moderate or heavy rain shower,4.0,0.2,61,10,5,997,30,44,19,66,12,53,17,63,14,23,17,63,4,Павлодар
2020-08-13,20,67,16,61,19,66,0.0,10.3,4,2020,8,13,24,20,67,13,20,264,W,353,Light rain shower,1.4,0.1,69,10,6,1000,30,82,19,65,13,55,19,65,18,29,19,65,4,Павлодар
2020-08-14,22,71,15,59,19,66,0.0,11.4,4,2020,8,14,24,22,71,11,17,305,NW,353,Light rain shower,0.3,0.0,71,10,6,1007,30,63,19,66,12,53,18,64,15,24,18,64,4,Павлодар
2020-08-15,24,75,11,51,19,67,0.0,14.5,5,2020,8,15,24,24,75,6,10,277,W,116,Partly cloudy,0.0,0.0,53,10,6,1012,30,9,19,66,7,44,18,64,9,15,18,64,5,Павлодар
2020-08-16,27,81,13,56,22,72,0.0,14.5,6,2020,8,16,24,27,81,9,14,119,ESE,116,Partly cloudy,0.0,0.0,44,10,6,1009,30,7,21,70,7,44,20,69,14,23,21,70,6,Павлодар
2020-08-17,27,81,19,65,24,76,0.0,13.4,5,2020,8,17,24,27,81,12,20,193,SSW,353,Light rain shower,0.5,0.0,37,10,6,1001,30,25,23,73,7,44,23,73,19,30,23,73,5,Павлодар
2020-08-18,24,75,16,62,22,71,0.0,14.5,5,2020,8,18,24,24,75,8,12,202,SSW,353,Light rain shower,1.7,0.1,46,10,5,999,30,36,21,69,8,46,20,69,11,18,20,69,5,Павлодар
2020-08-19,23,74,15,58,20,69,0.0,12.4,5,2020,8,19,24,23,74,12,20,217,SW,200,Thundery outbreaks possible,1.0,0.0,51,10,5,1001,30,52,20,68,8,46,19,66,18,29,19,66,5,Павлодар
2020-08-20,21,70,11,53,17,63,0.0,14.5,5,2020,8,20,24,21,70,12,19,238,WSW,116,Partly cloudy,0.0,0.0,52,10,6,1003,30,15,16,62,6,42,16,60,17,27,16,60,5,Павлодар
2020-08-21,22,71,12,53,18,64,0.0,13.4,4,2020,8,21,24,22,71,12,19,233,SW,119,Cloudy,0.0,0.0,47,10,6,1004,30,37,17,63,5,41,17,62,17,27,17,62,4,Павлодар
2020-08-22,23,73,11,51,19,66,0.0,14.5,5,2020,8,22,24,23,73,10,16,237,WSW,116,Partly cloudy,1.6,0.1,62,10,6,1005,30,42,18,65,9,48,17,62,15,24,17,62,5,Павлодар
2020-08-23,23,74,12,54,20,67,0.0,11.2,4,2020,8,23,24,23,74,9,15,257,WSW,353,Light rain shower,4.2,0.2,63,10,6,1004,30,53,19,66,10,50,18,64,15,23,18,64,4,Павлодар
